#Keyword Types: 500
#Keyword Tokens: 172875
#Search Hits: 0
88	419	+	262.51	0.003	казаться
89	166	+	256.22	0.0012	слушать
90	233	+	251.35	0.0017	желать
91	360	+	250.53	0.0026	что-то
92	222	+	248.5	0.0016	душа
93	264	+	248.19	0.0019	минута
94	103	+	244.02	0.0007	краснеть
95	304	+	243.06	0.0022	сергей
96	170	+	242.43	0.0012	подойти
97	159	+	242.37	0.0011	князь
98	269	+	237.19	0.0019	вдруг
99	161	+	236.41	0.0011	остановиться
100	204	+	235.1	0.0014	дверь
101	336	+	234.9	0.0024	понять
102	97	+	232.36	0.0007	развод
103	297	+	231.48	0.0021	голова
104	366	+	230.39	0.0026	понимать
105	204	+	229.14	0.0014	войти
106	867	+	228.9	0.0061	делать
107	79	+	227.95	0.0006	катавасов
108	138	+	227.65	0.001	сесть
109	183	+	225.47	0.0013	подумать
110	441	+	223.13	0.0031	хороший
111	116	+	219.37	0.0008	обед
112	76	+	219.29	0.0005	агафья
113	107	+	218.79	0.0008	ивановна
114	83	+	215.08	0.0006	шляпа
115	121	+	214.75	0.0009	милый
116	84	+	211.99	0.0006	лакей
117	103	+	211.87	0.0007	отчего
118	297	+	205.9	0.0021	выйти
119	71	+	204.86	0.0005	китя
120	94	+	202.83	0.0007	платье
121	94	+	202.83	0.0007	целовать
122	162	+	201.78	0.0011	доктор
123	76	+	201.76	0.0005	карета
124	69	+	199.09	0.0005	щербацкий
125	303	+	198.46	0.0021	положение
126	105	+	197.75	0.0007	дама
127	148	+	196.41	0.0011	встать
128	68	+	196.2	0.0005	яшвин
129	90	+	192.27	0.0006	весело
130	87	+	192.05	0.0006	невольно
131	178	+	191.28	0.0013	комната
132	66	+	190.43	0.0005	голенищев
133	310	+	186.64	0.0022	пойти
134	1305	+	186.52	0.0091	все
135	76	+	184.45	0.0005	михайловна
136	605	+	181.78	0.0043	нет
137	114	+	180.73	0.0008	константин
138	65	+	177.72	0.0005	подле
139	65	+	177.72	0.0005	услыхать
140	61	+	176.01	0.0004	васенька
141	61	+	176.01	0.0004	кучер
142	82	+	174.92	0.0006	кончить
143	103	+	173.83	0.0007	особенный
144	229	+	170.99	0.0016	мать
145	59	+	170.23	0.0004	стива
146	77	+	169.37	0.0005	гостиная
147	176	+	169.11	0.0012	узнать
148	58	+	167.35	0.0004	аркадьевна
149	119	+	165.05	0.0008	неприятный
150	57	+	164.46	0.0004	каренин
151	167	+	163.85	0.0012	стараться
152	110	+	162.9	0.0008	ужасный
153	2393	+	162.48	0.0165	то
154	120	+	161.64	0.0009	счастливый
155	833	+	161.22	0.0059	когда
156	121	+	160.17	0.0009	уехать
157	106	+	158.04	0.0008	спокойный
158	123	+	155.7	0.0009	почувствовать
159	95	+	154.86	0.0007	слеза
160	56	+	152.05	0.0004	ласка
161	224	+	151.23	0.0016	голос
162	51	+	147.15	0.0004	вскрикнуть
163	89	+	145.48	0.0006	губа
164	56	+	145.26	0.0004	помещик
165	50	+	144.27	0.0004	gt
166	50	+	144.27	0.0004	lt
167	93	+	143.39	0.0007	простить
168	113	+	143.25	0.0008	радость
169	123	+	142.85	0.0009	испытывать
170	57	+	142.26	0.0004	поспешно
171	164	+	141.88	0.0012	бог
172	229	+	141.07	0.0016	взгляд
173	181	+	141.05	0.0013	будто
174	239	+	140.48	0.0017	никогда
175	171	+	139.8	0.0012	просить
176	88	+	138.51	0.0006	тон
177	48	+	138.49	0.0003	шталь
178	68	+	138.37	0.0005	дурной
179	59	+	137.84	0.0004	влюбленный
180	130	+	135.03	0.0009	твой
181	88	+	134.11	0.0006	заговорить
182	62	+	133.45	0.0004	обедать
183	244	+	133.24	0.0017	женщина
184	49	+	132.12	0.0003	приказчик
185	2452	+	131.83	0.0169	это
186	138	+	130.67	0.001	знакомый
187	745	+	129.58	0.0053	чтобы
188	54	+	128.85	0.0004	перебить
189	170	+	127.1	0.0012	сын
190	44	+	126.95	0.0003	каренина
191	81	+	126.81	0.0006	пожалуйста
192	111	+	126.45	0.0008	виноватый
193	130	+	125.96	0.0009	обратиться
194	69	+	125.49	0.0005	жалко
195	43	+	124.07	0.0003	княжна
196	66	+	123.78	0.0005	оглянуться
197	52	+	123.37	0.0004	предводитель
198	48	+	122.78	0.0003	прелестный
199	103	+	122.63	0.0007	приятный
200	359	+	122.34	0.0025	ребенок
201	168	+	122.01	0.0012	стол
202	42	+	121.18	0.0003	дмитрич
203	51	+	120.64	0.0004	бал
204	79	+	120.03	0.0006	подробность
205	107	+	120.01	0.0008	удовольствие
206	111	+	119.23	0.0008	деревня
207	1019	+	118.9	0.0072	только
208	50	+	117.9	0.0004	p
209	99	+	117.65	0.0007	что-нибудь
210	98	+	117.2	0.0007	сестра
211	150	+	117.17	0.0011	вспомянуть
212	119	+	115.78	0.0008	зачем
213	2057	+	113.17	0.0143	к
214	67	+	112.73	0.0005	волнение
215	51	+	112.03	0.0004	швейцар
216	179	+	111.73	0.0013	ваш
217	56	+	110.83	0.0004	прелесть
218	376	+	110.81	0.0027	мой
219	49	+	110.76	0.0003	неловкий
220	128	+	109.52	0.0009	сердце
221	75	+	108.93	0.0005	ясно
222	206	+	108.81	0.0015	про
223	55	+	108.27	0.0004	марья
224	93	+	107.12	0.0007	дочь
225	89	+	106.79	0.0006	воспоминание
226	37	+	106.76	0.0003	мучать
227	37	+	106.76	0.0003	чрез
228	896	+	106.02	0.0063	бы
229	187	+	105.25	0.0013	продолжать
230	36	+	103.87	0.0003	песцов
231	36	+	103.87	0.0003	петрицкий
232	59	+	103.71	0.0004	коляска
233	43	+	103.5	0.0003	сердиться
234	65	+	103.26	0.0005	велеть
235	63	+	103.24	0.0004	записка
236	35	+	100.98	0.0002	maman
237	82	+	100.48	0.0006	волос
238	574	+	100.47	0.0041	очень
239	107	+	100.09	0.0008	прекрасный
240	48	+	96.87	0.0003	няня
241	40	+	95.27	0.0003	застать
242	38	+	94.84	0.0003	мундир
243	43	+	94.69	0.0003	губернский
244	95	+	94.28	0.0007	старик
245	213	+	94.25	0.0015	прежде
246	1421	+	93.74	0.0099	мочь
247	67	+	93.21	0.0005	решительно
248	42	+	92.02	0.0003	иваныч
249	87	+	91.1	0.0006	петербург
250	44	+	89.93	0.0003	послышаться
251	38	+	89.79	0.0003	нарочно
252	39	+	88.07	0.0003	презирать
253	49	+	87.36	0.0003	болото
254	150	+	87.32	0.0011	слышать
255	77	+	87.27	0.0005	ужас
256	37	+	87.06	0.0003	крыльцо
257	33	+	86.73	0.0002	гадкий
258	125	+	86.72	0.0009	хотеться
259	45	+	86.03	0.0003	досада
260	292	+	85.92	0.0021	всегда
261	61	+	85.81	0.0004	глупый
262	91	+	85.7	0.0006	находить
263	216	+	85.61	0.0015	нельзя
264	94	+	85.14	0.0007	добрый
265	42	+	84.76	0.0003	нежность
266	54	+	84.54	0.0004	граф
267	118	+	83.99	0.0008	бояться
268	90	+	83.9	0.0006	вчера
269	29	+	83.67	0.0002	боже
270	60	+	83.61	0.0004	оттого
271	69	+	83.49	0.0005	повторить
272	139	+	83.28	0.001	оба
273	382	+	83.16	0.0027	надо
274	155	+	83.16	0.0011	несмотря
275	118	+	83.07	0.0008	забыть
276	86	+	82.75	0.0006	встретить
277	62	+	82.39	0.0004	довольный
278	140	+	81.6	0.001	больной
279	31	+	81.08	0.0002	барин
280	106	+	80.97	0.0008	счастье
281	62	+	80.62	0.0004	прочесть
282	59	+	79.57	0.0004	страдание
283	92	+	79.36	0.0007	спать
284	37	+	78.79	0.0003	ужасно
285	65	+	78.51	0.0005	смеяться
286	42	+	78.5	0.0003	оскорбить
287	105	+	78.38	0.0007	вспоминать
288	1304	+	77.95	0.0091	весь
289	39	+	77.07	0.0003	стыд
290	55	+	76.49	0.0004	радостный
291	40	+	76.47	0.0003	дворянин
292	97	+	76.19	0.0007	спрашивать
293	152	+	75.71	0.0011	нога
294	31	+	75.43	0.0002	беспрестанно
295	43	+	75.4	0.0003	коса
296	37	+	75.24	0.0003	приготовить
297	45	+	75.12	0.0003	приезд
298	26	+	75.02	0.0002	аннушка
299	178	+	73.91	0.0013	старый
300	52	+	73.75	0.0004	скучный
301	41	+	73.21	0.0003	сиять
302	42	+	72.98	0.0003	отчаяние
303	48	+	72.95	0.0003	мучительный
304	30	+	72.67	0.0002	выговорить
305	158	+	72.37	0.0011	сидеть
306	366	+	72.3	0.0026	потому
307	120	+	71.71	0.0009	хозяйство
308	119	+	71.06	0.0008	верить
309	48	+	70.85	0.0003	спокойствие
310	129	+	70.75	0.0009	шаг
311	47	+	70.68	0.0003	отъезд
312	45	+	70.45	0.0003	ненавидеть
313	44	+	70.39	0.0003	михайлов
314	29	+	69.92	0.0002	варвара
315	62	+	69.42	0.0004	чай
316	24	+	69.25	0.0002	бекас
317	37	+	68.95	0.0003	баба
318	37	+	68.95	0.0003	полюбить
319	45	+	68.26	0.0003	молча
320	40	+	68.16	0.0003	блестеть
321	40	+	68.16	0.0003	нисколько
322	49	+	67.18	0.0003	садиться
323	26	+	67	0.0002	est
324	60	+	66.95	0.0004	кончиться
325	77	+	66.71	0.0005	завтра
326	23	+	66.36	0.0002	landau
327	37	+	66.13	0.0003	пожать
328	44	+	65.99	0.0003	вздохнуть
329	56	+	64.97	0.0004	верно
330	88	+	64.53	0.0006	девушка
331	46	+	64.42	0.0003	приятель
332	25	+	64.19	0.0002	взглядывать
333	25	+	64.19	0.0002	вопросительно
334	69	+	64.12	0.0005	ездить
335	78	+	64.09	0.0006	впечатление
336	50	+	63.95	0.0004	охота
337	175	+	63.86	0.0012	совершенно
338	141	+	63.64	0.001	заметить
339	65	+	62.97	0.0005	послать
340	46	+	62.54	0.0003	твердо
341	92	+	61.69	0.0007	николай
342	26	+	61.68	0.0002	англичанка
343	79	+	61.64	0.0006	гость
344	47	+	61.08	0.0003	привычка
345	39	+	61.05	0.0003	хозяйка
346	79	+	60.65	0.0006	домой
347	70	+	60.14	0.0005	плечо
348	55	+	60.05	0.0004	неужели
349	27	+	60.01	0.0002	графин
350	76	+	59.72	0.0005	подходить
351	69	+	59.52	0.0005	дома
352	42	+	59.49	0.0003	заснуть
353	46	+	58.97	0.0003	несчастный
354	23	+	58.59	0.0002	беседка
355	23	+	58.59	0.0002	вздор
356	134	+	56.9	0.001	письмо
357	166	+	56.58	0.0012	молодой
358	2046	+	56.15	0.0142	этот
359	96	+	56.13	0.0007	разве
360	104	+	56.1	0.0007	скоро
361	50	+	56.03	0.0004	трава
362	42	+	55.75	0.0003	приказать
363	223	+	55.68	0.0016	стоять
364	43	+	54.39	0.0003	достать
365	74	+	53.58	0.0005	подать
366	71	+	53.54	0.0005	девочка
367	499	+	53.15	0.0035	ни
368	37	+	52.36	0.0003	нежный
369	162	+	52.35	0.0011	уж
370	1165	+	51.95	0.0082	тот
371	30	+	51.76	0.0002	вглядываться
372	102	+	51.34	0.0007	оставить
373	43	+	51.13	0.0003	непременно
374	73	+	51.09	0.0005	обращаться
375	46	+	51.08	0.0003	решиться
376	99	+	50.79	0.0007	страшный
377	103	+	50.64	0.0007	вечер
378	37	+	50.46	0.0003	замуж
379	43	+	49.59	0.0003	горе
380	221	+	49.36	0.0016	больше
381	38	+	49.02	0.0003	опустить
382	155	+	48.86	0.0011	свет
383	76	+	48.7	0.0005	разумеется
384	51	+	48.55	0.0004	шея
385	63	+	48.39	0.0004	умный
386	71	+	48.01	0.0005	мальчик
387	68	+	47.84	0.0005	напротив
388	102	+	47.41	0.0007	странный
389	38	+	47.32	0.0003	крикнуть
390	61	+	47.1	0.0004	звать
391	37	+	46.91	0.0003	мгновение
392	72	+	46.1	0.0005	палец
393	121	+	45.66	0.0009	все-таки
394	60	+	45.48	0.0004	указывать
395	37	+	45.26	0.0003	надеть
396	3626	+	45.25	0.0245	с
397	72	+	44.46	0.0005	класть
398	50	+	44.4	0.0004	грудь
399	253	+	43.8	0.0018	жить
400	49	+	43.79	0.0003	вставать
401	78	+	43.71	0.0006	холодный
402	33	+	43.68	0.0002	блеск
403	72	+	43.65	0.0005	звук
404	182	+	43.14	0.0013	вместе
405	79	+	42.9	0.0006	вперед
406	51	+	42.81	0.0004	присутствие
407	37	+	42.14	0.0003	мрачный
408	41	+	41.49	0.0003	осторожно
409	111	+	41.33	0.0008	особенность
410	84	+	41.25	0.0006	держать
411	38	+	41.2	0.0003	смешной
412	42	+	40.78	0.0003	недовольный
413	37	+	40.68	0.0003	избегать
414	37	+	40.68	0.0003	извинить
415	80	+	40.05	0.0006	дух
416	385	+	39.98	0.0027	слово
417	72	+	39.84	0.0005	поднять
418	38	+	39.82	0.0003	уезжать
419	46	+	39.68	0.0003	священник
420	126	+	39.56	0.0009	вернуться
421	42	+	39.55	0.0003	громко
422	55	+	39.39	0.0004	молчать
423	37	+	39.27	0.0003	адвокат
424	37	+	39.27	0.0003	выпить
425	138	+	39.02	0.001	давно
426	41	+	38.96	0.0003	дрожать
427	340	+	38.82	0.0024	какой
428	82	+	38.69	0.0006	кабинет
429	39	+	37.78	0.0003	переставать
430	56	+	37.36	0.0004	вагон
431	95	+	37.19	0.0007	прямо
432	43	+	36.71	0.0003	стул
433	32	+	36.69	0.0002	блестящий
434	261	+	36.66	0.0018	брать
435	39	+	36.55	0.0003	жениться
436	61	+	36.5	0.0004	бросить
437	61	+	36.5	0.0004	хозяин
438	53	+	36.28	0.0004	поверить
439	111	+	34.86	0.0008	ожидать
440	62	+	34.86	0.0004	подняться
441	40	+	34.84	0.0003	навстречу
442	121	+	34.54	0.0009	ждать
443	42	+	33.94	0.0003	разговаривать
444	32	+	33.82	0.0002	благодарить
445	25	+	33.75	0.0002	воображать
446	46	+	33.56	0.0003	жалеть
447	24	+	33.44	0.0002	гордый
448	51	+	33.24	0.0004	высказать
449	379	+	33.09	0.0027	ли
450	40	+	32.68	0.0003	красота
451	40	+	32.68	0.0003	любимый
452	94	+	32.4	0.0007	утро
453	527	+	32.34	0.0037	дело
454	41	+	32.28	0.0003	удивление
455	48	+	31.29	0.0003	толпа
456	1480	+	30.87	0.0103	о
457	37	+	30.78	0.0003	противный
458	1857	+	29.6	0.0129	который
459	107	+	29.55	0.0008	ходить
460	41	+	29.38	0.0003	внимательно
461	388	+	29.37	0.0027	вот
462	42	+	29.12	0.0003	встречать
463	42	+	29.12	0.0003	свежий
464	117	+	29.11	0.0008	всякий
465	36	+	29.1	0.0003	испытать
466	94	+	29.04	0.0007	читать
467	122	+	28.97	0.0009	маленький
468	73	+	28.94	0.0005	прежний
469	440	+	28.79	0.0031	жизнь
470	25	+	28.76	0.0002	вскочить
471	52	+	28.41	0.0004	замечать
472	53	+	28.33	0.0004	пить
473	107	+	28.29	0.0008	белый
474	79	+	28.23	0.0006	желание
475	39	+	28.08	0.0003	дожидаться
476	41	+	27.58	0.0003	поднимать
477	45	+	26.89	0.0003	спокойно
478	43	+	26.38	0.0003	понравиться
479	41	+	25.89	0.0003	поразить
480	115	+	25.82	0.0008	бывать
481	32	+	25.52	0.0002	вследствие
482	44	+	25.47	0.0003	рот
483	33	+	25.16	0.0002	василий
484	183	+	25.12	0.0013	найти
485	42	+	24.94	0.0003	портрет
486	73	+	24.26	0.0005	красивый
487	38	+	23.94	0.0003	петербургский
488	57	+	23.78	0.0004	тонкий
489	48	+	23.76	0.0003	кресло
490	40	+	23.64	0.0003	нечего
491	67	+	23.27	0.0005	мужчина
492	41	+	22.78	0.0003	сад
493	44	+	22.57	0.0003	собака
494	54	+	22.53	0.0004	обещать
495	52	+	22.48	0.0004	браться
496	476	+	22.13	0.0034	сам
497	41	+	22.05	0.0003	мимо
498	31	+	21.97	0.0002	воображение
499	700	+	21.96	0.0049	еще
500	44	+	21.89	0.0003	подавать
