#Total No. of Collocate Types: 24
#Total No. of Collocate Tokens: 321
1	153	153	0	4.16742	не
2	40	40	0	2.77461	я
3	27	27	0	1.12453	он
4	16	16	0	-0.07247	и
5	11	11	0	2.53050	ты
6	10	10	0	2.61047	вы
7	8	8	0	2.23792	все
8	7	7	0	-0.16260	она
9	7	7	0	1.92242	мочь
10	7	7	0	6.39511	вполне
11	5	5	0	2.46881	хотеть
12	4	4	0	0.32801	это
13	3	3	0	-1.41974	что
14	3	3	0	0.69901	так
15	2	2	0	1.17836	человек
16	2	2	0	3.85983	труд
17	2	2	0	1.88385	стать
18	2	2	0	2.07205	понимать
19	2	2	0	0.21163	они
20	2	2	0	-0.74092	но
21	2	2	0	-0.07135	левин
22	2	2	0	-0.27101	который
23	2	2	0	2.35413	долли
24	2	2	0	0.78040	бы
